Place id,Governorate,District,Location name,Arabic name,Latitude,Longitude,OCHA admin 1,OCHA admin 2,OCHA PCode,IDPs families,IDPs individuals,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salah al-Din,Sulaymaniyah,Thi-Qar,Wassit,Camp,Host families,Hotel/Motel,Informal settlements,Other shelter type,Religious building,Rented houses,School building,Unfinished/Abandoned building,Unknown shelter type,Pre-June14 Wave,June-July14 Wave,August14 Wave,Post September14 Wave,Post April15 Wave
238,Anbar,Haditha,Al hawija,?? ???????,34.131768,42.386263,IQ-G01,IQ-D003,IQ-P00181,85,510,85,,,,,,,,,,,,,,,,,,,26,,,,4,31,,24,,85,,,,
24320,Anbar,Haditha,Al Khaldiyah Village,???? ????????,34.022311,42.415888,IQ-G01,IQ-D003,,53,318,,,,,,,,,,,,,,,53,,,,,53,,,,,,,,,,53,,,
24314,Anbar,Haditha,Al Khansaa,?? ???????,34.084608,42.352734,IQ-G01,IQ-D003,,37,222,,,,,,,,,,,,,,,37,,,,,37,,,,,,,,,,37,,,
24321,Anbar,Haditha,Al Shamiyah Village,???? ???????,34.075578,42.379541,IQ-G01,IQ-D003,,26,156,,,,,,,,,,,,,,,26,,,,,26,,,,,,,,,,26,,,
24324,Anbar,Haditha,Al Sheikh Mohammad Village,???? ??? ????,34.12485,42.393653,IQ-G01,IQ-D003,,87,522,,,,,,,,,,,,,50,,37,,,,,87,,,,,,,,,,87,,,
23822,Anbar,Haditha,Albu Hayat,???? ????????,34.006133,42.428236,IQ-G01,IQ-D003,IQ-P00184,348,"2,088",155,,35,,,,,,,,,,42,,116,,,,,238,,,,,90,20,,,155,193,,,
24111,Anbar,Haditha,Al-Khafajiyah Village,???? ????????,34.069793,42.385062,IQ-G01,IQ-D003,IQ-P00185,194,"1,164",147,,,,,,,,,,,,,,47,,,,,114,,,,4,39,5,32,,147,47,,,
23824,Anbar,Haditha,Al-Mutanabi,???????,34.080873,42.356969,IQ-G01,IQ-D003,IQ-P00186,185,"1,110",169,,,,,,,,,,,,,,16,,,,,147,,,,,38,,,,89,16,,80,
23809,Anbar,Haditha,Al-sad Complex,?????? ?????? ??? ?????,34.188348,42.369548,IQ-G01,IQ-D003,IQ-P00187,106,636,85,,,,,,,,,,,,,,21,,,,,21,,85,,,,,,,85,21,,,
245,Anbar,Haditha,Bani Dahir,?? ??? ????,34.108404,42.379335,IQ-G01,IQ-D003,IQ-P00189,253,"1,518",165,,45,,,,,,,,,,,,43,,,,,114,,,,,126,13,,,165,88,,,
24109,Anbar,Haditha,Barwanah-Hay Al-Shurta,?? ?????? - ??????,34.10319,42.373374,IQ-G01,IQ-D003,IQ-P00190,269,"1,614",269,,,,,,,,,,,,,,,,,,,179,,40,,,32,18,,,113,,,156,
24117,Anbar,Haditha,Haqlaniyah- Hay Al-Faroq,?? ??????? - ???????,34.083125,42.36578,IQ-G01,IQ-D003,IQ-P00194,187,"1,122",157,,,,,,,,,,,,18,,12,,,,,74,,,,,66,22,25,,157,30,,,
23823,Anbar,Haditha,Haqlaniyah-Al shuhadaa,?? ??????? - ?????????,34.086067,42.362759,IQ-G01,IQ-D003,IQ-P00193,349,"2,094",326,,,,,,,,,,,,,,23,,,,,281,,,,,56,12,,,100,23,,226,
237,Anbar,Haditha,Hay Al Askary,?? ???????,34.129339,42.373987,IQ-G01,IQ-D003,IQ-P00197,371,"2,226",343,,,,,,,,,,,,28,,,,,,,208,,10,,2,112,14,25,,192,28,,151,
24313,Anbar,Haditha,Hay Al barakah,?? ??????,34.097778,42.382642,IQ-G01,IQ-D003,,48,288,30,,,,,,,,,,,,,,18,,,,,48,,,,,,,,,,18,,30,
23819,Anbar,Haditha,Hay Al Haqlaniyah Qadim,?? ??????? ???????,34.086398,42.369182,IQ-G01,IQ-D003,IQ-P00198,317,"1,902",317,,,,,,,,,,,,,,,,,,,200,,12,,,105,,,,184,,,133,
24319,Anbar,Haditha,Hay Al Mustafa,?? ???????,34.087153,42.366315,IQ-G01,IQ-D003,,11,66,,,,,,,,,,,,,,,11,,,,,11,,,,,,,,,,11,,,
24315,Anbar,Haditha,Hay Al Rahman,?? ??????,34.095277,42.376353,IQ-G01,IQ-D003,,27,162,,,,,,,,,,,,,,,27,,,,,27,,,,,,,,,,27,,,
239,Anbar,Haditha,Hay Al Rifay,?? ???????,34.140894,42.379,IQ-G01,IQ-D003,IQ-P00199,290,"1,740",210,,,,,,,,,,,,55,,25,,,,,141,,,,3,116,,30,,210,80,,,
24317,Anbar,Haditha,Hay Al Sadeq,?? ??????,34.079306,42.366754,IQ-G01,IQ-D003,,10,60,,,,,,,,,,,,,,,10,,,,,10,,,,,,,,,,10,,,
24316,Anbar,Haditha,Hay Al Salam,?? ??????,34.089224,42.35804,IQ-G01,IQ-D003,,26,156,,,,,,,,,,,,,,,26,,,,,26,,,,,,,,,,26,,,
236,Anbar,Haditha,Hay Al Saray,?? ??????,34.129372,42.380523,IQ-G01,IQ-D003,IQ-P00200,401,"2,406",371,,,,,,,,,,,,,,30,,,,,216,,29,,,135,,21,,267,30,,104,
23817,Anbar,Haditha,Hay Al Shay,?? ??????,34.099076,42.381333,IQ-G01,IQ-D003,IQ-P00201,300,"1,800",279,,,,,,,,,,,,,,21,,,,,236,,10,,,39,15,,,76,21,,203,
23813,Anbar,Haditha,Hay Al Shuhadaa,?? ???????,34.107215,42.397337,IQ-G01,IQ-D003,IQ-P00202,399,"2,394",360,,,,,,,,,,,,19,,20,,,,,284,,,,,95,,20,,178,39,,182,
241,Anbar,Haditha,Hay Al Shurta,?? ??????,34.103185,42.373369,IQ-G01,IQ-D003,IQ-P00203,189,"1,134",169,,,,,,,,,,,,10,,10,,,,,84,,,,,105,,,,161,20,,8,
24318,Anbar,Haditha,Hay Al Somod,?? ??????,34.095627,42.376703,IQ-G01,IQ-D003,,280,"1,680",255,,,,,,,,,,,,25,,,,,,,215,,,,,,20,45,,,25,,255,
244,Anbar,Haditha,Hay Al Yarmuk,?? ???????,34.138294,42.368899,IQ-G01,IQ-D003,IQ-P00204,403,"2,418",352,,,,,,,,,,,,30,,21,,,,,319,,,,,84,,,,152,51,,200,
23814,Anbar,Haditha,Hay Al-Alyaa,?? ???????,34.07925,42.387879,IQ-G01,IQ-D003,IQ-P00205,100,600,86,,,,,,,,,,,,,,14,,,,,46,,5,,,49,,,,86,14,,,
23816,Anbar,Haditha,Hay Al-Amin,?? ??????,34.104987,42.392818,IQ-G01,IQ-D003,IQ-P00206,179,"1,074",155,,,,,,,,,,,,,,24,,,,,122,,,,,41,16,,,80,24,,75,
23815,Anbar,Haditha,Hay Al-Farouq,?? ???????,34.086019,42.382788,IQ-G01,IQ-D003,IQ-P00207,126,756,84,,,,,,,,,,,,,,42,,,,,79,,15,,3,26,,3,,84,42,,,
23804,Anbar,Haditha,Hay Al-Kurnish,?? ??????,34.140371,42.385175,IQ-G01,IQ-D003,IQ-P00208,37,222,20,,,,,,,,,,,,,,17,,,,,26,,,,,11,,,,20,17,,,
23892,Anbar,Haditha,Hay al-malab,?? ??????,34.133849,42.370732,IQ-G01,IQ-D003,IQ-P00209,67,402,30,,,,,,,,,,,,,,37,,,,,53,,8,,,6,,,,20,37,,10,
23806,Anbar,Haditha,Hay Al-Mulameen,?? ????????,34.132923,42.362316,IQ-G01,IQ-D003,IQ-P00210,183,"1,098",157,,,,,,,,,,,,,,26,,,,,103,,,,,80,,,,127,26,,30,
24110,Anbar,Haditha,Hay Al-Mutasem,?? ???????,34.086987,42.369179,IQ-G01,IQ-D003,IQ-P00211,287,"1,722",274,,,,,,,,,,,,,,13,,,,,224,,,,,39,11,13,,100,13,,174,
23807,Anbar,Haditha,Hay Al-Rifaq,?? ??????,34.096346,42.364641,IQ-G01,IQ-D003,IQ-P00212,57,342,57,,,,,,,,,,,,,,,,,,,28,,,,,29,,,,57,,,,
23805,Anbar,Haditha,Hay Al-shikh Al Hadid,?? ??? ????,34.166518,42.376403,IQ-G01,IQ-D003,IQ-P00213,90,540,27,,,,,,,,,,,,43,,20,,,,,67,,,,,23,,,,27,63,,,
79,Anbar,Haditha,Hay Al-Subhani,?? ????????,34.120064,42.381936,IQ-G01,IQ-D003,IQ-P00214,248,"1,488",170,,,,,,,,,,,,62,,16,,,,,147,,,,,53,35,13,,111,78,,59,
23808,Anbar,Haditha,Hay Al-Thamaniya,?? ????????,34.158132,42.378257,IQ-G01,IQ-D003,IQ-P00215,145,870,145,,,,,,,,,,,,,,,,,,,63,,,,,82,,,,145,,,,
23811,Anbar,Haditha,Hay Barwanah Al Gharbiyah,?? ?????? ?????,34.107426,42.402913,IQ-G01,IQ-D003,IQ-P00216,57,342,27,,,,,,,,,,,,,,30,,,,,43,,,,,14,,,,27,30,,,
23810,Anbar,Haditha,Hay Barwanah Al Sharqiyah,?? ?????? ?????,34.096893,42.384818,IQ-G01,IQ-D003,IQ-P00217,243,"1,458",185,,,,,,,,,,,,,,58,,,,,121,,29,,9,84,,,,185,58,,,
23818,Anbar,Haditha,Hay Ibn Al Haitham,?? ??? ??????,34.099341,42.395789,IQ-G01,IQ-D003,IQ-P00218,305,"1,830",274,,,,,,,,,,,,,,31,,,,,238,,,,,67,,,,114,31,,160,
23812,Anbar,Haditha,Hay Ibn Bittar,?? ??? ?????,34.091029,42.38726,IQ-G01,IQ-D003,IQ-P00219,96,576,60,,,,,,,,,,,,,,36,,,,,47,,24,,,25,,,,60,36,,,
23820,Anbar,Haditha,Hay K 28,???? ? 28 (( ?? ??? )),34.07293,42.365861,IQ-G01,IQ-D003,IQ-P00220,83,498,83,,,,,,,,,,,,,,,,,,,64,,,,,19,,,,83,,,,
243,Anbar,Haditha,Hay Sala Din,?? ???? ?????,34.145498,42.367382,IQ-G01,IQ-D003,IQ-P00221,55,330,16,,,,,,,,,,,,,,39,,,,,55,,,,,,,,,16,39,,,
24322,Anbar,Haditha,Jabeel Bani Salih Village,???? ???? ??? ????,34.068697,42.404385,IQ-G01,IQ-D003,,33,198,,,,,,,,,,,,,,,33,,,,,33,,,,,,,,,,33,,,
23893,Anbar,Haditha,Qaryat Al khafsa,????? ??????,34.179745,42.252033,IQ-G01,IQ-D003,IQ-P00227,183,"1,098",183,,,,,,,,,,,,,,,,,,,96,,,,,87,,,,183,,,,
24323,Anbar,Haditha,Shbirah Village,???? ?????,34.06524,42.408788,IQ-G01,IQ-D003,,97,582,,,,,,,,,,,,,28,,69,,,,,97,,,,,,,,,,97,,,
23825,Anbar,Haditha,Zaghdan,?????,34.027094,42.408029,IQ-G01,IQ-D003,IQ-P00232,69,414,69,,,,,,,,,,,,,,,,,,,24,,,,,45,,,,69,,,,
100,Anbar,Heet,Abu Tibban,????????,33.508547,42.9635,IQ-G01,IQ-D004,IQ-P00234,82,492,82,,,,,,,,,,,,,,,,,,,29,,,,,,17,36,,75,,,7,
24331,Anbar,Heet,Al Amrah,???????,34.02123,42.476101,IQ-G01,IQ-D004,,13,78,13,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,13,,,
23828,Anbar,Heet,Al Awasel,???????,33.642339,42.596165,IQ-G01,IQ-D004,IQ-P00236,159,954,84,,75,,,,,,,,,,,,,,,,,45,,,,,,53,61,,78,75,,6,
163,Anbar,Heet,Al Baker,?? ?????,33.649721,42.829619,IQ-G01,IQ-D004,IQ-P00238,851,"5,106",786,,,,,,,,,,,,,,65,,,,,683,,,,,78,,90,,693,65,,,93
24723,Anbar,Heet,Al Balatiyah,????????,33.665629,42.847449,IQ-G01,IQ-D004,,77,462,77,,,,,,,,,,,,,,,,,,,57,,,,,,20,,,,,,55,22
24724,Anbar,Heet,Al dawarah Al Gharbiyah,??????? ???????,33.639006,42.830588,IQ-G01,IQ-D004,,61,366,61,,,,,,,,,,,,,,,,,,,49,,,,,,12,,,,,,45,16
24326,Anbar,Heet,Al Hamadi,???????,33.635724,42.841823,IQ-G01,IQ-D004,,43,258,43,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,22,,,21
24327,Anbar,Heet,Al Hitan,???????,33.781982,42.732874,IQ-G01,IQ-D004,,8,48,8,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,8,,,
24727,Anbar,Heet,Al Jaladiyah,????????,33.703784,42.764259,IQ-G01,IQ-D004,,70,420,70,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,50,20
24728,Anbar,Heet,Al Jarorah,???????,33.629926,42.797579,IQ-G01,IQ-D004,,101,606,101,,,,,,,,,,,,,,,,,,,78,,,,,15,8,,,,,,101,
24325,Anbar,Heet,Al Jazerah,???????,33.902137,42.573295,IQ-G01,IQ-D004,,33,198,33,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,33,,,
23830,Anbar,Heet,Al Khudha,?????? ,33.603279,42.870421,IQ-G01,IQ-D004,IQ-P00244,147,882,147,,,,,,,,,,,,,,,,,,,103,,,,,,,44,,126,,,21,
152,Anbar,Heet,Al Muhamdee,??????? ,33.552555,42.901504,IQ-G01,IQ-D004,IQ-P00246,799,"4,794",799,,,,,,,,,,,,,,,,,,,585,,36,,,39,17,122,,741,42,,16,
24328,Anbar,Heet,Al Rees,?????,33.7057,42.753416,IQ-G01,IQ-D004,,42,252,42,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,28,,,14
24330,Anbar,Heet,Al Sadan,???????,33.746754,42.745073,IQ-G01,IQ-D004,,14,84,14,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,14,,,
24113,Anbar,Heet,Al Salkah,??????,33.641776,42.827755,IQ-G01,IQ-D004,IQ-P00247,124,744,54,,70,,,,,,,,,,,,,,,,,83,,,,,24,,17,,30,70,,,24
24329,Anbar,Heet,Al Sardiyah,???????,33.732866,42.716144,IQ-G01,IQ-D004,,68,408,68,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,60,,8,
24114,Anbar,Heet,Al Shuqaq,?????,33.593634,42.614089,IQ-G01,IQ-D004,IQ-P00248,250,"1,500",250,,,,,,,,,,,,,,,,,,,250,,,,,,,,,250,,,,
24332,Anbar,Heet,Al Wafaa,??????,33.544416,43.004028,IQ-G01,IQ-D004,,52,312,52,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,52,,,
23845,Anbar,Heet,Al-Aliyah,??????,33.886941,42.696271,IQ-G01,IQ-D004,IQ-P00249,17,102,17,,,,,,,,,,,,,,,,,,,13,,,,,,,4,,17,,,,
21229,Anbar,Heet,Al-Bustamiyah,?????????,33.652378,42.797249,IQ-G01,IQ-D004,IQ-P00250,30,180,30,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,21,,9,
24725,Anbar,Heet,Al-Esmaeliyah,???????????,33.722447,42.712102,IQ-G01,IQ-D004,,101,606,101,,,,,,,,,,,,,,,,,,,61,,,,,10,30,,,,,,101,
24726,Anbar,Heet,Al-Hajar,?????,33.656107,42.803929,IQ-G01,IQ-D004,,89,534,89,,,,,,,,,,,,,,,,,,,77,,,,,,12,,,,,,70,19
23844,Anbar,Heet,Al-Jananiyah,????????,33.858419,42.769421,IQ-G01,IQ-D004,IQ-P00252,39,234,39,,,,,,,,,,,,,,,,,,,30,,,,,,,9,,39,,,,
23841,Anbar,Heet,Al-Jawanah,???????? ,33.881847,42.541386,IQ-G01,IQ-D004,IQ-P00253,38,228,38,,,,,,,,,,,,,,,,,,,22,,,,,,7,9,,38,,,,
23826,Anbar,Heet,Al-Khaldiyah,???????? ,33.70247,42.742977,IQ-G01,IQ-D004,IQ-P00255,204,"1,224",204,,,,,,,,,,,,,,,,,,,175,,,,,,,29,,184,,,,20
23832,Anbar,Heet,Al-Mamora,????????,33.633801,42.794168,IQ-G01,IQ-D004,IQ-P00256,334,"2,004",334,,,,,,,,,,,,,,,,,,,302,,,,,,,32,,142,162,,,30
23890,Anbar,Heet,Al-Mashhad,??????,33.87669,42.523774,IQ-G01,IQ-D004,IQ-P00257,169,"1,014",169,,,,,,,,,,,,,,,,,,,46,,,,9,32,,82,,159,,,10,
135,Anbar,Heet,Al-muabdiyat,?????????,33.646034,43,IQ-G01,IQ-D004,IQ-P00258,208,"1,248",208,,,,,,,,,,,,,,,,,,,151,,,,,10,,47,,187,,,,21
21323,Anbar,Heet,Al-Mujama Al-Sakani,???? ??????,33.921732,42.524162,IQ-G01,IQ-D004,IQ-P00259,92,552,92,,,,,,,,,,,,,,,,,,,39,,,,,21,16,16,,92,,,,
23827,Anbar,Heet,Al-Qalqalah,?????? ,33.644216,42.822706,IQ-G01,IQ-D004,IQ-P00261,998,"5,988",984,,14,,,,,,,,,,,,,,,,,800,,,,,48,18,132,,937,40,,,21
23842,Anbar,Heet,Al-Qutiniyah,??????? ,33.903192,42.561854,IQ-G01,IQ-D004,IQ-P00262,29,174,29,,,,,,,,,,,,,,,,,,,21,,,,,,,8,,29,,,,
136,Anbar,Heet,Al-shuhda?a,???????,33.888698,42.52212,IQ-G01,IQ-D004,IQ-P00263,139,834,139,,,,,,,,,,,,,,,,,,,90,,,,,12,,37,,35,60,,44,
23831,Anbar,Heet,Al-Sikak,?????,33.630186,42.819652,IQ-G01,IQ-D004,IQ-P00264,190,"1,140",190,,,,,,,,,,,,,,,,,,,115,,,,,,,75,,171,,,,19
23847,Anbar,Heet,Al-Tarabshah,???? ???????? ,33.545145,42.977186,IQ-G01,IQ-D004,IQ-P00265,165,990,165,,,,,,,,,,,,,,,,,,,107,,,,,8,18,32,,165,,,,
312,Anbar,Heet,Al-Ummal,?????? ,33.635909,42.826883,IQ-G01,IQ-D004,IQ-P00266,600,"3,600",600,,,,,,,,,,,,,,,,,,,449,,,,,24,14,113,,590,,,10,
24333,Anbar,Heet,Amirah,?????,33.703645,42.79214,IQ-G01,IQ-D004,,18,108,18,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,18,,,
11,Anbar,Heet,Aqabah,??????,33.5309,42.907496,IQ-G01,IQ-D004,IQ-P00267,167,"1,002",167,,,,,,,,,,,,,,,,,,,121,,28,,,5,,13,,139,,,,28
24115,Anbar,Heet,Bani Khazraj,??? ????,33.762962,42.730246,IQ-G01,IQ-D004,IQ-P00268,100,600,22,,78,,,,,,,,,,,,,,,,,62,,,,,,,38,,22,78,,,
21264,Anbar,Heet,Basair,??????? ,33.647554,42.814266,IQ-G01,IQ-D004,IQ-P00270,350,"2,100",350,,,,,,,,,,,,,,,,,,,290,,,,,10,,50,,330,,,20,
23829,Anbar,Heet,Binan,????,33.584776,42.88073,IQ-G01,IQ-D004,IQ-P00273,433,"2,598",397,,36,,,,,,,,,,,,,,,,,413,,,,,,,20,,140,146,,,147
23843,Anbar,Heet,Duweliyah,?????? ,33.871612,42.754936,IQ-G01,IQ-D004,IQ-P00275,33,198,33,,,,,,,,,,,,,,,,,,,25,,,,,,,8,,33,,,,
23838,Anbar,Heet,Hay Al Farouq,?? ???????,33.589885,42.61865,IQ-G01,IQ-D004,IQ-P00278,85,510,85,,,,,,,,,,,,,,,,,,,64,,,,,19,,2,,85,,,,
21471,Anbar,Heet,Hay Al Hurriya,??????,33.885179,42.524752,IQ-G01,IQ-D004,IQ-P00279,165,990,165,,,,,,,,,,,,,,,,,,,124,,,,,17,,24,,117,48,,,
228,Anbar,Heet,Hay al Jury,?????,33.639259,42.825597,IQ-G01,IQ-D004,IQ-P00281,945,"5,670",910,,35,,,,,,,,,,,,,,,,,723,,,,,80,,142,,839,91,,15,
21470,Anbar,Heet,Hay Al Khadraa,???????,33.881144,42.525905,IQ-G01,IQ-D004,IQ-P00282,173,"1,038",173,,,,,,,,,,,,,,,,,,,101,,,,,14,28,30,,55,,,118,
23839,Anbar,Heet,Hay Al Mamoun,?? ??????? ,33.594891,42.613263,IQ-G01,IQ-D004,IQ-P00283,90,540,90,,,,,,,,,,,,,,,,,,,59,,,,,22,,9,,90,,,,
21469,Anbar,Heet,Hay Al Salam,??????,33.870199,42.52131,IQ-G01,IQ-D004,IQ-P00284,30,180,30,,,,,,,,,,,,,,,,,,,7,,,,,6,,17,,30,,,,
221,Anbar,Heet,Hay Al-Askari,???? ???????,33.590408,42.613314,IQ-G01,IQ-D004,IQ-P00285,333,"1,998",333,,,,,,,,,,,,,,,,,,,205,,,,5,33,38,52,,290,38,,5,
21230,Anbar,Heet,Hay Al-Dawarah Al-Sharqiyah,??????? ???????,33.637311,42.834653,IQ-G01,IQ-D004,IQ-P00286,105,630,105,,,,,,,,,,,,,,,,,,,85,,,,,10,10,,,,,,87,18
218,Anbar,Heet,Hay Al-Etfaa,?? ???????,33.632506,42.830697,IQ-G01,IQ-D004,IQ-P00287,615,"3,690",603,,,,,,,,,,,,12,,,,,,,519,,,,,58,,38,,503,12,,,100
220,Anbar,Heet,Hay Al-Hasaniya,???????,33.658118,42.573441,IQ-G01,IQ-D004,IQ-P00288,124,744,124,,,,,,,,,,,,,,,,,,,67,,,,,22,35,,,,,,110,14
219,Anbar,Heet,Hay Al-Jabal,????? ,33.63652,42.817702,IQ-G01,IQ-D004,IQ-P00289,374,"2,244",327,,,,,,,,,,,,,,47,,,,,253,,,,,69,,52,,321,47,,6,
23885,Anbar,Heet,Hay Al-jamyah 2,??????? ???????,33.630026,42.843529,IQ-G01,IQ-D004,IQ-P00291,306,"1,836",284,,,,,22,,,,,,,,,,,,,,229,,,,,40,,37,,267,22,,,17
224,Anbar,Heet,Hay Al-Khudhir,?????,33.589875,42.60944,IQ-G01,IQ-D004,IQ-P00292,225,"1,350",225,,,,,,,,,,,,,,,,,,,112,,,,3,9,67,34,,190,,,35,
21231,Anbar,Heet,Hay Al-Qadisiyah,????????,33.637104,43,IQ-G01,IQ-D004,IQ-P00293,386,"2,316",363,,23,,,,,,,,,,,,,,,,,344,,,,,18,,24,,77,23,,14,272
21408,Anbar,Heet,Hay Al-Quds,?????,33.876203,42.526127,IQ-G01,IQ-D004,IQ-P00294,89,534,89,,,,,,,,,,,,,,,,,,,60,,,,,4,7,18,,89,,,,
23837,Anbar,Heet,Hay Al-Sadiq,?? ??????,33.58747,42.608139,IQ-G01,IQ-D004,IQ-P00295,113,678,113,,,,,,,,,,,,,,,,,,,61,,,,2,17,,33,,113,,,,
23833,Anbar,Heet,Hay Al-Sinay, ???? ??????? ,33.636071,42.814709,IQ-G01,IQ-D004,IQ-P00297,255,"1,530",255,,,,,,,,,,,,,,,,,,,35,,,,,,,220,,220,,,35,
23886,Anbar,Heet,Hay Al-Sirajiyah,????????,33.892074,42.7099,IQ-G01,IQ-D004,IQ-P00298,79,474,79,,,,,,,,,,,,,,,,,,,70,,,,3,,,6,,79,,,,
226,Anbar,Heet,Hay Al-Zuhoor,?? ??????,33.626868,42.839903,IQ-G01,IQ-D004,IQ-P00299,189,"1,134",189,,,,,,,,,,,,,,,,,,,157,,,,,10,,22,,167,,,22,
53,Anbar,Heet,Heet-Maskhan,??????,33.69806,43,IQ-G01,IQ-D004,IQ-P00319,82,492,82,,,,,,,,,,,,,,,,,,,75,,,,,,,7,,67,,,,15
41,Anbar,Heet,Jubbah,??? ,33.907416,42.544312,IQ-G01,IQ-D004,IQ-P00305,81,486,81,,,,,,,,,,,,,,,,,,,64,,,,,5,,12,,81,,,,
23835,Anbar,Heet,Kapisah-Hay Al-Sinay,???? ???????,33.592497,42.623727,IQ-G01,IQ-D004,IQ-P00307,219,"1,314",219,,,,,,,,,,,,,,,,,,,107,,,,7,55,,50,,219,,,,
5,Anbar,Heet,Kubaisa Al-qadimah,????? ???????,33.593634,42.614089,IQ-G01,IQ-D004,IQ-P00312,85,510,85,,,,,,,,,,,,,,,,,,,57,,,,,4,,24,,85,,,,
24335,Anbar,Heet,Manazil,?????,33.704429,42.771718,IQ-G01,IQ-D004,,60,360,60,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,60,,,
191,Anbar,Heet,Mualmeen,????????,33.6423,43,IQ-G01,IQ-D004,IQ-P00320,325,"1,950",325,,,,,,,,,,,,,,,,,,,183,,,,,22,38,82,,293,,,7,25
24334,Anbar,Heet,Qanan,????,33.662678,42.79735,IQ-G01,IQ-D004,,30,180,30,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,30,,,
21322,Anbar,Heet,Qaryat Al-Dolab,??????? ,33.891779,42.621494,IQ-G01,IQ-D004,IQ-P00326,183,"1,098",183,,,,,,,,,,,,,,,,,,,141,,,,,,25,17,,22,37,,124,
70,Anbar,Heet,Samalah,?????,33.867492,42.522739,IQ-G01,IQ-D004,IQ-P00332,27,162,27,,,,,,,,,,,,,,,,,,,22,,,,,,,5,,27,,,,
73,Anbar,Heet,Sawar,??????,33.970179,42.562408,IQ-G01,IQ-D004,IQ-P00335,35,210,35,,,,,,,,,,,,,,,,,,,28,,,,,,,7,,35,,,,
137,Anbar,Heet,Saweeb,????,33.599011,42.888982,IQ-G01,IQ-D004,IQ-P00336,241,"1,446",241,,,,,,,,,,,,,,,,,,,191,,,,,12,,38,,169,,,,72
23836,Anbar,Heet,Smnet Collective,???? ?????? ????? ??????? ,33.59479,42.623876,IQ-G01,IQ-D004,IQ-P00240,135,810,135,,,,,,,,,,,,,,,,,,,67,,,,,24,33,11,,135,,,,
138,Anbar,Heet,Tal aswad,?? ????,33.545392,42.977063,IQ-G01,IQ-D004,IQ-P00338,205,"1,230",205,,,,,,,,,,,,,,,,,,,104,,,,,29,13,59,,205,,,,
194,Anbar,Heet,The first jamaiya,??????? ??????,33.631995,42.839766,IQ-G01,IQ-D004,IQ-P00341,672,"4,032",657,15,,,,,,,,,,,,,,,,,,535,,,,,41,15,81,,642,15,,,15
23840,Anbar,Heet,Zakhikhah,?????,33.823839,42.720722,IQ-G01,IQ-D004,IQ-P00344,62,372,62,,,,,,,,,,,,,,,,,,,19,,,,,,,43,,62,,,,
23848,Anbar,Heet,Zoyah Al-gharbiyah,???? ???????,33.543668,42.932872,IQ-G01,IQ-D004,IQ-P00346,109,654,109,,,,,,,,,,,,,,,,,,,78,,,,,11,,20,,109,,,,
23849,Anbar,Heet,Zoyah Al-sharqiyah,???? ??????? ,33.546229,42.985419,IQ-G01,IQ-D004,IQ-P00347,116,696,116,,,,,,,,,,,,,,,,,,,90,,,,,16,,10,,116,,,,
88,Anbar,Heet,Zuwayyah,??????,33.997861,42.519021,IQ-G01,IQ-D004,IQ-P00348,54,324,54,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,54,,,
308,Anbar,Ramadi,5 Kilo,?????? ????,33.419824,43.234815,IQ-G01,IQ-D006,IQ-P00402,735,"4,410",679,24,32,,,,,,,,,,,,,,,,,502,,52,,,22,71,88,,156,,,579,
23852,Anbar,Ramadi,7 Killo-Al Barkhrabit complex,?????? ???? - ???? ???????? ,33.407721,43.175035,IQ-G01,IQ-D006,IQ-P00403,257,"1,542",232,25,,,,,,,,,,,,,,,,,,139,,118,,,,,,,118,,,139,
23851,Anbar,Ramadi,7 Killo-Al Karfanat,?????? ???? - ????????? ,33.414855,43.171569,IQ-G01,IQ-D006,IQ-P00404,156,936,95,43,18,,,,,,,,,,,,,,,,,46,,110,,,,,,,95,,,61,
23850,Anbar,Ramadi,7 Killo-Al Sat,?????? ???? - ????? ,33.411643,43.176773,IQ-G01,IQ-D006,IQ-P00405,264,"1,584",161,48,55,,,,,,,,,,,,,,,,,91,,173,,,,,,,161,,,103,
23889,Anbar,Ramadi,7 Killo-al-mojamaa al-sakany,?????? ???? - ?????? ?????? ,33.412631,43.183388,IQ-G01,IQ-D006,IQ-P00406,677,"4,062",677,,,,,,,,,,,,,,,,,,,,,555,,,,122,,,602,,,75,
23858,Anbar,Ramadi,Abu Fless,??? ???? ,33.387912,43.532187,IQ-G01,IQ-D006,IQ-P00408,899,"5,394",858,22,19,,,,,,,,,,,,,,,,,737,,8,,,12,68,74,,406,,,251,242
